;City;Price [PLN];Price/sqr_meter [PLN];Area [m^2];Rooms;Level
8459;Poznan;543000.0;10972.0;49.49;3.0;2.0
8458;Poznan;1377250.0;17500.0;78.7;3.0;1.0
8457;Poznan;520000.0;10660.0;48.78;2.0;1.0
8456;Poznan;373000.0;9395.0;39.7;2.0;4.0
8455;Poznan;699000.0;10973.0;63.7;4.0;4.0
8454;Poznan;687850.24;7841.0;87.72;4.0;1.0
8453;Poznan;1068030.9;9990.0;106.91;4.0;0.0
8452;Poznan;780000.0;10000.0;78.0;4.0;3.0
8447;Poznan;777000.0;10000.0;77.7;4.0;3.0
8464;Poznan;230000.0;5615.0;40.96;2.0;1.0
8541;Poznan;789000.0;14216.0;55.5;2.0;3.0
8481;Poznan;363000.0;11455.0;31.69;1.0;0.0
8543;Poznan;930000.0;20022.0;46.45;2.0;5.0
8636;Poznan;488000.0;11482.0;42.5;2.0;0.0
8635;Poznan;479000.0;9716.0;49.3;3.0;6.0
8634;Poznan;799850.0;8500.0;94.1;3.0;2.0
8633;Poznan;266500.0;7894.0;33.76;2.0;1.0
8632;Poznan;425000.0;10442.0;40.7;2.0;2.0
8631;Poznan;335000.0;9574.0;34.99;2.0;1.0
8630;Poznan;542470.0;8500.0;63.82;3.0;1.0
8628;Poznan;662600.0;10000.0;66.26;3.0;0.0
8627;Poznan;459000.0;8329.0;55.11;3.0;4.0
8626;Poznan;589000.0;9804.0;60.08;3.0;2.0
8625;Poznan;430000.0;8921.0;48.2;2.0;1.0
8623;Poznan;909000.0;12986.0;70.0;3.0;1.0
8622;Poznan;718080.0;11000.0;65.28;3.0;3.0
8621;Poznan;529000.0;7347.0;72.0;3.0;4.0
8620;Poznan;379000.0;6891.0;55.0;2.0;4.0
8619;Poznan;652500.0;11059.0;59.0;3.0;3.0
8618;Poznan;369000.0;7303.0;50.53;2.0;1.0
8617;Poznan;374000.0;6339.0;59.0;3.0;2.0
8616;Poznan;359000.0;7297.0;49.2;2.0;1.0
8615;Poznan;369000.0;7288.0;50.63;3.0;1.0
8613;Poznan;697000.0;10997.0;63.38;3.0;3.0
8612;Poznan;799000.0;10983.0;72.75;3.0;3.0
8609;Poznan;766000.0;10990.0;69.7;4.0;3.0
8608;Poznan;748000.0;10994.0;68.04;3.0;3.0
8607;Poznan;697000.0;10997.0;63.38;4.0;3.0
8637;Poznan;549900.0;7068.0;77.8;3.0;10.0
8638;Poznan;757352.0;7027.0;107.78;4.0;0.0
8639;Poznan;451000.0;5895.0;76.5;4.0;1.0
8640;Poznan;513360.0;9200.0;55.8;3.0;2.0
8667;Poznan;466000.0;12010.0;38.8;2.0;0.0
8666;Poznan;499000.0;7677.0;65.0;2.0;3.0
8665;Poznan;380000.0;12258.0;31.0;1.0;3.0
8542;Poznan;329000.0;12185.0;27.0;1.0;2.0
8663;Poznan;629000.0;8466.0;74.3;6.0;5.0
8662;Poznan;430000.0;8113.0;53.0;3.0;8.0
8660;Poznan;385000.0;8191.0;47.0;3.0;1.0
8659;Poznan;529000.0;8966.0;59.0;3.0;3.0
8658;Poznan;628580.0;10600.0;59.3;2.0;2.0
8657;Poznan;300000.0;7874.0;38.1;2.0;10.0
8656;Poznan;813950.0;11150.0;73.0;4.0;4.0
8655;Poznan;570000.0;7403.0;77.0;3.0;1.0
8606;Poznan;549000.0;13674.0;40.15;2.0;1.0
8654;Poznan;391040.0;9400.0;41.6;2.0;1.0
8652;Poznan;259000.0;8931.0;29.0;1.0;2.0
8651;Poznan;790000.0;11449.0;69.0;3.0;3.0
8650;Poznan;595000.0;9915.0;60.01;3.0;3.0
8649;Poznan;230000.0;4600.0;50.0;2.0;1.0
8648;Poznan;430000.0;9188.0;46.8;2.0;9.0
8647;Poznan;429000.0;9128.0;47.0;2.0;4.0
8646;Poznan;699000.0;8248.0;84.75;4.0;9.0
8645;Poznan;538000.0;12454.0;43.2;2.0;2.0
8644;Poznan;650000.0;12745.0;51.0;3.0;0.0
8643;Poznan;608000.0;10000.0;60.8;3.0;2.0
8642;Poznan;505000.0;10260.0;49.22;3.0;4.0
8641;Poznan;379500.0;12983.0;29.23;2.0;5.0
8653;Poznan;526240.0;9200.0;57.2;3.0;2.0
8605;Poznan;235500.0;9874.0;23.85;1.0;0.0
8664;Poznan;655000.0;11293.0;58.0;2.0;1.0
8602;Poznan;458000.0;9786.0;46.8;3.0;4.0
8569;Poznan;428000.0;6999.0;61.15;3.0;4.0
8568;Poznan;619000.0;10317.0;60.0;3.0;1.0
8567;Poznan;555000.0;5105.0;108.72;4.0;1.0
8566;Poznan;279871.0;6646.0;42.11;3.0;2.0
8565;Poznan;353702.0;6938.0;50.98;4.0;3.0
8564;Poznan;1950000.0;19500.0;100.0;4.0;3.0
8563;Poznan;379000.0;9718.0;39.0;2.0;0.0
8562;Poznan;209900.0;9995.0;21.0;1.0;2.0
8561;Poznan;405229.0;9350.0;43.34;2.0;4.0
8560;Poznan;470000.0;7630.0;61.6;3.0;2.0
8559;Poznan;495151.0;8975.0;55.17;3.0;1.0
8558;Poznan;340000.0;7710.0;44.1;3.0;4.0
8557;Poznan;338813.0;9750.0;34.75;2.0;0.0
8556;Poznan;369338.0;10050.0;36.75;2.0;2.0
8555;Poznan;499000.0;7933.0;62.9;3.0;3.0
8554;Poznan;379000.0;9852.0;38.47;2.0;5.0
8553;Poznan;969000.0;8652.0;112.0;5.0;1.0
8552;Poznan;509900.0;9300.0;54.83;3.0;10.0
8550;Poznan;396522.0;9450.0;41.96;2.0;0.0
8549;Poznan;373500.0;11339.0;32.94;2.0;2.0
8547;Poznan;859000.0;11303.0;76.0;3.0;3.0
8546;Poznan;385000.0;7809.0;49.3;2.0;10.0
8545;Poznan;442316.0;9075.0;48.74;3.0;2.0
8544;Poznan;628000.0;11000.0;57.09;3.0;1.0
8604;Poznan;299000.0;11500.0;26.0;1.0;1.0
8571;Poznan;710000.0;11816.0;60.09;3.0;1.0
8572;Poznan;749000.0;7671.0;97.64;4.0;2.0
8548;Poznan;399999.0;10870.0;36.8;2.0;3.0
8574;Poznan;567000.0;9000.0;63.0;3.0;0.0
8601;Poznan;499000.0;7785.0;64.1;4.0;5.0
8573;Poznan;689000.0;9023.0;76.36;4.0;0.0
8600;Poznan;495000.0;8062.0;61.4;4.0;0.0
8599;Poznan;1050000.0;10096.0;104.0;5.0;4.0
8598;Poznan;499000.0;8048.0;62.0;3.0;7.0
8597;Poznan;401600.0;8000.0;50.2;3.0;2.0
8595;Poznan;519000.0;8009.0;64.8;3.0;1.0
8594;Poznan;425000.0;7140.0;59.52;3.0;3.0
8593;Poznan;529000.0;6852.0;77.2;3.0;4.0
8592;Poznan;395000.0;7054.0;56.0;3.0;2.0
8591;Poznan;532000.0;7600.0;70.0;10.0;2.0
8590;Poznan;370435.0;10250.0;36.14;2.0;2.0
8588;Poznan;299000.0;11950.0;25.02;1.0;0.0
8596;Poznan;482205.0;9150.0;52.7;2.0;1.0
8586;Poznan;372895.0;10250.0;36.38;2.0;2.0
8576;Poznan;314000.0;10622.0;29.56;1.0;4.0
8587;Poznan;399000.0;8489.0;47.0;2.0;4.0
8577;Poznan;649000.0;10316.0;62.91;3.0;4.0
8578;Poznan;520000.0;10833.0;48.0;2.0;3.0
8579;Poznan;517000.0;7893.0;65.5;3.0;6.0
8580;Poznan;349000.0;7108.0;49.1;2.0;1.0
8582;Poznan;469000.0;11101.0;42.25;2.0;1.0
8581;Poznan;330000.0;6627.0;49.8;3.0;0.0
8584;Poznan;496800.0;9200.0;54.0;2.0;1.0
8575;Poznan;890000.0;9570.0;93.0;4.0;2.0
8585;Poznan;480000.0;11294.0;42.5;2.0;0.0
8583;Poznan;715000.0;12017.0;59.5;3.0;3.0
2403;Szczecin;479000.0;7983.33;60.0;2.0;1.0
2393;Szczecin;469000.0;6897.06;68.0;3.0;9.0
2402;Szczecin;460000.0;8679.25;53.0;3.0;0.0
2401;Szczecin;479000.0;6942.03;69.0;3.0;1.0
2404;Szczecin;239000.0;5311.11;45.0;2.0;1.0
2405;Szczecin;270000.0;8246.79;32.74;1.0;6.0
2409;Szczecin;355000.0;6399.86;55.47;1.0;4.0
2410;Szczecin;552000.0;6365.31;86.72;3.0;4.0
2397;Szczecin;369000.0;5590.91;66.0;3.0;1.0
2396;Szczecin;369000.0;6641.47;55.56;2.0;0.0
2389;Szczecin;305000.0;10481.1;29.1;1.0;2.0
2378;Szczecin;535000.0;11630.43;46.0;2.0;3.0
2385;Szczecin;434000.0;8188.68;53.0;2.0;1.0
2384;Szczecin;365000.0;7782.52;46.9;2.0;3.0
2380;Szczecin;429000.0;7127.43;60.19;2.0;4.0
2379;Szczecin;720000.0;9230.77;78.0;3.0;2.0
2374;Szczecin;330000.0;8485.47;38.89;1.0;3.0
2370;Szczecin;499000.0;11880.95;42.0;2.0;1.0
2411;Szczecin;359000.0;6198.2;57.92;1.0;4.0
2364;Szczecin;128000.0;3459.46;37.0;1.0;3.0
2363;Szczecin;250000.0;5663.8;44.14;2.0;0.0
2350;Szczecin;260000.0;8125.0;32.0;1.0;3.0
2349;Szczecin;279000.0;11151.08;25.02;1.0;1.0
2346;Szczecin;550000.0;5288.46;104.0;4.0;1.0
2345;Szczecin;555000.0;4204.55;132.0;3.0;0.0
2386;Szczecin;1230000.0;10789.47;114.0;4.0;4.0
2412;Szczecin;346000.0;8901.47;38.87;2.0;4.0
2435;Szczecin;539000.0;6056.18;89.0;4.0;3.0
2414;Szczecin;345000.0;6585.23;52.39;1.0;4.0
2476;Szczecin;879000.0;8658.39;101.52;4.0;3.0
2473;Szczecin;605000.0;10478.0;57.74;3.0;0.0
2472;Szczecin;460000.0;8679.25;53.0;3.0;4.0
2468;Szczecin;269000.0;9607.14;28.0;2.0;0.0
2467;Szczecin;239700.0;5911.22;40.55;2.0;3.0
2462;Szczecin;670000.0;8138.97;82.32;4.0;5.0
2340;Szczecin;490000.0;7656.25;64.0;3.0;3.0
2461;Szczecin;499000.0;8358.46;59.7;3.0;8.0
2460;Szczecin;578000.0;1000.0;578.0;4.0;2.0
2456;Szczecin;595000.0;8500.0;70.0;3.0;1.0
2454;Szczecin;700000.0;10724.68;65.27;3.0;4.0
2450;Szczecin;535000.0;13301.84;40.22;1.0;11.0
2449;Szczecin;665000.0;6927.08;96.0;4.0;3.0
2441;Szczecin;350000.0;9088.55;38.51;1.0;3.0
2437;Szczecin;385000.0;8671.17;44.4;3.0;2.0
2436;Szczecin;408000.0;7669.17;53.2;3.0;0.0
2434;Szczecin;569000.0;6465.91;88.0;4.0;3.0
2433;Szczecin;349000.0;9662.24;36.12;1.0;2.0
2430;Szczecin;388000.0;5878.79;66.0;4.0;3.0
2429;Szczecin;750000.0;5470.06;137.11;4.0;2.0
2428;Szczecin;290000.0;8771.93;33.06;1.0;1.0
2424;Szczecin;500000.0;4950.5;101.0;3.0;3.0
2423;Szczecin;449000.0;8980.0;50.0;2.0;4.0
2422;Szczecin;427000.0;7115.48;60.01;3.0;7.0
2421;Szczecin;455000.0;7303.37;62.3;3.0;7.0
2416;Szczecin;580000.0;7532.47;77.0;3.0;10.0
2415;Szczecin;488000.0;8271.19;59.0;3.0;2.0
2413;Szczecin;365000.0;6383.35;57.18;1.0;4.0
2339;Szczecin;499000.0;3642.34;137.0;4.0;4.0
2288;Szczecin;699000.0;6872.48;101.71;4.0;1.0
2334;Szczecin;710000.0;9633.65;73.7;4.0;1.0
2278;Szczecin;339000.0;7212.77;47.0;3.0;0.0
2277;Szczecin;419000.0;4683.13;89.47;3.0;4.0
2275;Szczecin;607000.0;11756.73;51.63;3.0;3.0
2274;Szczecin;460000.0;7666.67;60.0;3.0;2.0
2273;Szczecin;354000.0;12421.05;28.5;2.0;0.0
2272;Szczecin;173100.0;11540.0;15.0;1.0;1.0
2271;Szczecin;540000.0;9000.0;60.0;2.0;1.0
2270;Szczecin;649995.0;5803.53;112.0;4.0;1.0
2267;Szczecin;250000.0;13157.89;19.0;1.0;1.0
2266;Szczecin;340000.0;10625.0;32.0;1.0;1.0
2265;Szczecin;515000.0;6602.56;78.0;4.0;1.0
2264;Szczecin;599000.0;7839.29;76.41;4.0;2.0
2279;Szczecin;260000.0;8125.0;32.0;2.0;0.0
2263;Szczecin;612000.0;8500.0;72.0;4.0;4.0
2261;Szczecin;418600.0;16100.0;26.0;1.0;8.0
2260;Szczecin;489000.0;9226.42;53.0;3.0;2.0
2259;Szczecin;295000.0;7985.92;36.94;1.0;0.0
2258;Szczecin;490000.0;6560.45;74.69;3.0;0.0
2257;Szczecin;222000.0;4111.11;54.0;2.0;4.0
2256;Szczecin;799000.0;10367.2;77.07;4.0;3.0
2255;Szczecin;408000.0;7183.1;56.8;3.0;2.0
2254;Szczecin;435000.0;6904.76;63.0;3.0;3.0
2253;Szczecin;479000.0;14968.75;32.0;1.0;2.0
2252;Szczecin;510000.0;9622.64;53.0;3.0;5.0
2251;Szczecin;499000.0;7103.2;70.25;4.0;5.0
2477;Szczecin;399000.0;8673.91;46.0;2.0;2.0
2262;Szczecin;545000.0;7898.55;69.0;3.0;1.0
2280;Szczecin;690000.0;6764.71;102.0;4.0;2.0
2283;Szczecin;359000.0;9795.36;36.65;1.0;2.0
2284;Szczecin;539000.0;10143.02;53.14;3.0;0.0
2333;Szczecin;598000.0;7766.23;77.0;3.0;10.0
2332;Szczecin;319000.0;5907.41;54.0;2.0;2.0
2331;Szczecin;305000.0;9838.71;31.0;1.0;0.0
2328;Szczecin;383900.0;9997.4;38.4;2.0;2.0
2327;Szczecin;703739.0;10700.0;65.77;4.0;2.0
2322;Szczecin;269000.0;5075.47;53.0;2.0;0.0
2321;Szczecin;549000.0;9150.0;60.0;3.0;3.0
2320;Szczecin;280000.0;5833.33;48.0;2.0;2.0
2319;Szczecin;330000.0;7674.42;43.0;2.0;1.0
2318;Szczecin;379000.0;11147.06;34.0;1.0;3.0
2317;Szczecin;299000.0;10491.23;28.5;1.0;1.0
2316;Szczecin;602000.0;8113.21;74.2;4.0;4.0
2314;Szczecin;540000.0;8307.69;65.0;3.0;3.0
2311;Szczecin;420000.0;11699.16;35.9;1.0;8.0
2307;Szczecin;315000.0;8259.05;38.14;2.0;8.0
2304;Szczecin;419000.0;7987.04;52.46;2.0;0.0
2303;Szczecin;610000.0;10517.24;58.0;3.0;1.0
2302;Szczecin;510000.0;6219.51;82.0;4.0;4.0
2301;Szczecin;439500.0;13974.56;31.45;1.0;1.0
2299;Szczecin;619000.0;10994.67;56.3;2.0;1.0
2298;Szczecin;599000.0;8377.62;71.5;3.0;5.0
2297;Szczecin;479000.0;6302.63;76.0;4.0;10.0
2296;Szczecin;575000.0;10267.86;56.0;3.0;0.0
2293;Szczecin;699900.0;9332.0;75.0;4.0;0.0
2292;Szczecin;799000.0;5918.52;135.0;4.0;3.0
2289;Szczecin;319000.0;9854.8;32.37;2.0;4.0
2287;Szczecin;395000.0;9875.0;40.0;2.0;2.0
2335;Szczecin;598000.0;9884.3;60.5;2.0;3.0
2478;Szczecin;575000.0;9534.07;60.31;2.0;2.0
7385;Szczecin;550000.0;9167.0;60.0;2.0;1.0
2492;Szczecin;699000.0;5682.93;123.0;4.0;4.0
7660;Szczecin;450000.0;7692.0;58.5;3.0;1.0
7658;Szczecin;579000.0;7942.0;72.9;4.0;4.0
7657;Szczecin;550000.0;8594.0;64.0;3.0;3.0
7656;Szczecin;580000.0;8937.0;64.9;3.0;1.0
7655;Szczecin;680000.0;11429.0;59.5;3.0;1.0
7654;Szczecin;320000.0;11429.0;28.0;1.0;2.0
7653;Szczecin;239000.0;8241.0;29.0;1.0;1.0
7652;Szczecin;899000.0;7192.0;125.0;3.0;3.0
7651;Szczecin;660000.0;10476.0;63.0;3.0;2.0
7650;Szczecin;442000.0;10509.0;42.06;2.0;2.0
7649;Szczecin;497000.0;11015.0;45.12;2.0;1.0
7647;Szczecin;680000.0;6528.0;104.17;3.0;3.0
7646;Szczecin;423000.0;7981.0;53.0;2.0;3.0
7645;Szczecin;529000.0;9685.0;54.62;3.0;2.0
7644;Szczecin;419000.0;7066.0;59.3;3.0;0.0
7643;Szczecin;799000.0;11406.0;70.05;3.0;2.0
7642;Szczecin;408000.0;8755.0;46.6;3.0;4.0
7641;Szczecin;524000.0;8188.0;64.0;3.0;3.0
7640;Szczecin;358000.0;8775.0;40.8;2.0;4.0
7662;Szczecin;480320.0;7900.0;60.8;3.0;0.0
7663;Szczecin;329000.0;6099.0;53.94;3.0;4.0
7664;Szczecin;264000.0;8800.0;30.0;1.0;4.0
7665;Szczecin;444900.0;6027.0;73.82;3.0;3.0
7685;Szczecin;550000.0;11000.0;50.0;2.0;4.0
7684;Szczecin;535000.0;13302.0;40.22;1.0;10.0
7683;Szczecin;369000.0;8736.0;42.24;2.0;3.0
7682;Szczecin;849000.0;7608.0;111.6;5.0;4.0
7681;Szczecin;849000.0;10481.0;81.0;4.0;0.0
7680;Szczecin;556000.0;8323.0;66.8;3.0;1.0
7679;Szczecin;669000.0;8940.0;74.83;3.0;1.0
7678;Szczecin;449000.0;12803.0;35.07;2.0;0.0
7677;Szczecin;579000.0;9492.0;61.0;3.0;1.0
7639;Szczecin;848000.0;11139.0;76.13;3.0;0.0
7676;Szczecin;499000.0;5919.0;84.31;4.0;0.0
7674;Szczecin;330000.0;6166.0;53.52;2.0;4.0
7673;Szczecin;429000.0;11361.0;37.76;2.0;3.0
7672;Szczecin;529000.0;9742.0;54.3;3.0;2.0
7671;Szczecin;580000.0;7744.0;74.9;4.0;1.0
7670;Szczecin;346000.0;8901.0;38.87;2.0;4.0
7669;Szczecin;440000.0;5535.0;79.49;4.0;4.0
7668;Szczecin;433900.0;8855.0;49.0;2.0;3.0
7667;Szczecin;680000.0;8533.0;79.69;4.0;1.0
7666;Szczecin;312000.0;8894.0;35.08;2.0;2.0
7675;Szczecin;349000.0;5406.0;64.56;3.0;4.0
7638;Szczecin;659000.0;5585.0;118.0;4.0;1.0
7636;Szczecin;479000.0;8448.0;56.7;3.0;6.0
7635;Szczecin;463900.0;9181.0;50.53;3.0;3.0
7606;Szczecin;549000.0;9632.0;57.0;2.0;0.0
7605;Szczecin;455000.0;9293.0;48.96;2.0;3.0
7604;Szczecin;430000.0;5131.0;83.8;4.0;0.0
7602;Szczecin;377700.0;8211.0;46.0;2.0;3.0
7601;Szczecin;529000.0;6897.0;76.7;2.0;0.0
7600;Szczecin;360000.0;7949.0;45.29;2.0;9.0
7599;Szczecin;798000.0;5429.0;147.0;5.0;1.0
7598;Szczecin;1650000.0;14719.0;112.1;4.0;3.0
7597;Szczecin;750000.0;5470.0;137.11;4.0;2.0
7607;Szczecin;1050000.0;9862.0;106.47;4.0;1.0
7596;Szczecin;230000.0;6189.0;37.16;2.0;0.0
7594;Szczecin;425000.0;9072.0;46.85;3.0;5.0
7593;Szczecin;399000.0;9118.0;43.76;2.0;3.0
7592;Szczecin;469000.0;7316.0;64.11;3.0;10.0
7591;Szczecin;559000.0;8380.0;66.71;2.0;1.0
7590;Szczecin;545000.0;7022.0;77.61;3.0;3.0
7589;Szczecin;559000.0;10929.0;51.15;2.0;0.0
7588;Szczecin;425000.0;9648.0;44.05;3.0;4.0
7587;Szczecin;479000.0;6942.0;69.0;3.0;1.0
7586;Szczecin;525000.0;7095.0;74.0;3.0;3.0
7595;Szczecin;279000.0;6778.0;41.16;2.0;3.0
7686;Szczecin;489000.0;7757.0;63.04;3.0;4.0
7609;Szczecin;329000.0;8773.0;37.5;2.0;3.0
7611;Szczecin;260000.0;8102.0;32.09;1.0;3.0
7633;Szczecin;505000.0;7769.0;65.0;3.0;3.0
7632;Szczecin;599000.0;9174.0;65.29;4.0;10.0
7631;Szczecin;549000.0;7711.0;71.2;3.0;4.0
7630;Szczecin;479000.0;12869.0;37.22;2.0;2.0
7629;Szczecin;485000.0;8220.0;59.0;3.0;1.0
7628;Szczecin;279000.0;11625.0;24.0;1.0;5.0
7627;Szczecin;466900.0;8635.0;54.07;3.0;4.0
7626;Szczecin;459000.0;8195.0;56.01;3.0;4.0
7625;Szczecin;470000.0;10956.0;42.9;2.0;0.0
7610;Szczecin;465000.0;8874.0;52.4;2.0;0.0
7624;Szczecin;400000.0;8395.0;47.65;2.0;0.0
7622;Szczecin;382000.0;9095.0;42.0;2.0;2.0
7620;Szczecin;509000.0;11446.0;44.47;2.0;6.0
7619;Szczecin;600000.0;6122.0;98.0;5.0;0.0
7618;Szczecin;639000.0;11580.0;55.18;3.0;0.0
7617;Szczecin;415000.0;6620.0;62.69;3.0;4.0
7616;Szczecin;790000.0;10075.0;78.41;3.0;0.0
7614;Szczecin;619000.0;9984.0;62.0;3.0;5.0
7613;Szczecin;439000.0;8375.0;52.42;2.0;0.0
7612;Szczecin;289000.0;9624.0;30.03;2.0;2.0
7623;Szczecin;675000.0;11996.0;56.27;3.0;2.0
7585;Szczecin;225000.0;5488.0;41.0;2.0;0.0
7687;Szczecin;510000.0;9623.0;53.0;3.0;5.0
7689;Szczecin;289000.0;9065.0;31.88;1.0;0.0
7763;Szczecin;365000.0;6130.0;59.54;3.0;2.0
7762;Szczecin;330000.0;7857.0;42.0;2.0;10.0
7761;Szczecin;248500.0;9707.0;25.6;1.0;4.0
7760;Szczecin;430000.0;7623.0;56.41;3.0;0.0
7759;Szczecin;591000.0;10381.0;56.93;2.0;1.0
7757;Szczecin;449000.0;8668.0;51.8;3.0;2.0
7756;Szczecin;695000.0;11420.0;60.86;3.0;2.0
7755;Szczecin;380000.0;6323.0;60.1;3.0;8.0
7754;Szczecin;459000.0;9000.0;51.0;3.0;3.0
7753;Szczecin;560000.0;8485.0;66.0;2.0;3.0
7752;Szczecin;469000.0;8100.0;57.9;3.0;2.0
7751;Szczecin;338000.0;8714.0;38.79;1.0;3.0
7749;Szczecin;568000.0;8353.0;68.0;3.0;1.0
7748;Szczecin;449000.0;8472.0;53.0;3.0;4.0
7747;Szczecin;570000.0;7624.0;74.76;3.0;0.0
7746;Szczecin;620000.0;6200.0;100.0;4.0;3.0
7745;Szczecin;360000.0;5902.0;61.0;3.0;3.0
7744;Szczecin;449000.0;7421.0;60.5;2.0;1.0
7743;Szczecin;560000.0;7882.0;71.05;3.0;1.0
7764;Szczecin;489000.0;6862.0;71.26;3.0;2.0
7765;Szczecin;528538.5;7990.0;66.15;3.0;1.0
7766;Szczecin;1140000.0;11400.0;100.0;3.0;0.0
7768;Szczecin;125000.0;5682.0;22.0;1.0;4.0
7791;Szczecin;370000.0;9429.0;39.24;2.0;3.0
7790;Szczecin;588000.0;10691.0;55.0;2.0;2.0
7788;Szczecin;498000.0;7981.0;62.4;3.0;4.0
7787;Szczecin;540000.0;8763.0;61.62;3.0;0.0
7786;Szczecin;294000.0;7830.0;37.55;2.0;4.0
7785;Szczecin;429000.0;7889.0;54.38;3.0;3.0
7784;Szczecin;835000.0;10392.0;80.35;4.0;2.0
7783;Szczecin;390000.0;6842.0;57.0;3.0;2.0
7780;Szczecin;485000.0;12065.0;40.2;2.0;4.0
7742;Szczecin;279000.0;5813.0;48.0;2.0;2.0
7779;Szczecin;369000.0;10808.0;34.14;1.0;3.0
7777;Szczecin;489000.0;9226.0;53.0;3.0;2.0
7776;Szczecin;389000.0;5052.0;77.0;3.0;5.0
7775;Szczecin;592515.0;9900.0;59.85;2.0;0.0
7774;Szczecin;896064.0;9600.0;93.34;3.0;2.0
7773;Szczecin;570000.0;4918.0;115.9;3.0;3.0
7772;Szczecin;369900.0;8885.0;41.63;2.0;3.0
7771;Szczecin;360000.0;7535.0;47.78;2.0;3.0
7770;Szczecin;549000.0;11935.0;46.0;2.0;0.0
7769;Szczecin;299000.0;6282.0;47.6;2.0;2.0
7778;Szczecin;329000.0;9139.0;36.0;2.0;3.0
7741;Szczecin;630000.0;10232.0;61.57;3.0;2.0
7739;Szczecin;425000.0;8112.0;52.39;2.0;3.0
7738;Szczecin;999000.0;9913.0;100.78;3.0;0.0
7711;Szczecin;319000.0;5907.0;54.0;2.0;2.0
7710;Szczecin;346000.0;8895.0;38.9;1.0;0.0
7709;Szczecin;225000.0;8108.0;27.75;1.0;3.0
7707;Szczecin;807860.0;15500.0;52.12;3.0;3.0
7706;Szczecin;1115900.0;11867.0;94.03;4.0;9.0
7704;Szczecin;730000.0;6747.0;108.2;6.0;0.0
7703;Szczecin;781621.0;11300.0;69.17;4.0;3.0
7702;Szczecin;745740.0;10800.0;69.05;4.0;3.0
7701;Szczecin;847962.0;12300.0;68.94;4.0;4.0
7712;Szczecin;459000.0;7217.0;63.6;4.0;4.0
7700;Szczecin;599000.0;11609.0;51.6;2.0;2.0
7698;Szczecin;510000.0;7969.0;64.0;3.0;0.0
7697;Szczecin;560000.0;5219.0;107.3;4.0;3.0
7696;Szczecin;520000.0;9848.0;52.8;2.0;4.0
7695;Szczecin;379000.0;5923.0;63.99;2.0;3.0
7694;Szczecin;420000.0;5455.0;77.0;4.0;1.0
7693;Szczecin;349000.0;8310.0;42.0;1.0;2.0
7692;Szczecin;568000.0;7146.0;79.49;4.0;0.0
7691;Szczecin;575000.0;10377.0;55.41;3.0;0.0
7690;Szczecin;319000.0;9855.0;32.37;2.0;3.0
7699;Szczecin;839000.0;7021.0;119.5;5.0;3.0
7688;Szczecin;380000.0;7917.0;48.0;2.0;6.0
7713;Szczecin;457000.0;7641.0;59.81;3.0;0.0
7716;Szczecin;541875.0;12500.0;43.35;2.0;4.0
7737;Szczecin;399000.0;8513.0;46.87;3.0;6.0
7736;Szczecin;360000.0;7982.0;45.1;2.0;0.0
7735;Szczecin;559000.0;10789.0;51.81;3.0;3.0
7734;Szczecin;419000.0;8945.0;46.84;3.0;5.0
7733;Szczecin;699000.0;8321.0;84.0;4.0;3.0
7731;Szczecin;585000.0;9701.0;60.3;2.0;2.0
7730;Szczecin;275000.0;8594.0;32.0;1.0;1.0
7729;Szczecin;309000.0;7725.0;40.0;2.0;1.0
7728;Szczecin;280000.0;7778.0;36.0;2.0;1.0
7714;Szczecin;945200.0;13900.0;68.0;3.0;1.0
7727;Szczecin;380000.0;7677.0;49.5;2.0;1.0
7725;Szczecin;595000.0;6855.0;86.8;3.0;3.0
7724;Szczecin;565000.0;13727.0;41.16;2.0;3.0
7723;Szczecin;395000.0;7182.0;55.0;2.0;0.0
7722;Szczecin;319000.0;8961.0;35.6;2.0;8.0
7721;Szczecin;399000.0;11780.0;33.87;1.0;3.0
7720;Szczecin;525000.0;11986.0;43.8;2.0;3.0
7719;Szczecin;827640.0;12000.0;68.97;4.0;3.0
7718;Szczecin;692685.0;10500.0;65.97;4.0;1.0
7717;Szczecin;549098.0;7760.0;70.76;3.0;1.0
7726;Szczecin;830000.0;8364.0;99.24;3.0;1.0
7793;Szczecin;315000.0;8289.0;38.0;2.0;8.0
7584;Szczecin;390000.0;10653.0;36.61;2.0;0.0
7582;Szczecin;680000.0;7158.0;95.0;4.0;3.0
7454;Szczecin;680000.0;12402.0;54.83;3.0;1.0
7453;Szczecin;352000.0;4938.0;71.29;2.0;1.0
7452;Szczecin;185000.0;4031.0;45.9;2.0;3.0
7451;Szczecin;605000.0;7892.0;76.66;4.0;1.0
7450;Szczecin;650000.0;11949.0;54.4;3.0;4.0
7449;Szczecin;289000.0;9233.0;31.3;1.0;4.0
7448;Szczecin;260000.0;9738.0;26.7;1.0;4.0
7447;Szczecin;330000.0;8049.0;41.0;2.0;2.0
7446;Szczecin;999000.0;6316.0;158.16;10.0;0.5
7445;Szczecin;459000.0;10552.0;43.5;2.0;2.0
7444;Szczecin;480000.0;9736.0;49.3;2.0;1.0
7443;Szczecin;310000.0;6521.0;47.54;2.0;2.0
7441;Szczecin;599000.0;5847.0;102.45;3.0;2.0
7440;Szczecin;640000.0;6140.0;104.23;4.0;3.0
7439;Szczecin;425000.0;6822.0;62.3;3.0;6.0
