;City;Price [PLN];Price/sqr_meter [PLN];Area [m^2];Rooms;Level
7438;Szczecin;335000.0;9178.0;36.5;1.0;1.0
7437;Szczecin;629000.0;6133.0;102.56;4.0;1.0
7436;Szczecin;469000.0;7313.0;64.13;3.0;2.0
7435;Szczecin;239000.0;5884.0;40.62;2.0;1.0
7455;Szczecin;769000.0;9047.0;85.0;4.0;0.0
7456;Szczecin;380000.0;4471.0;85.0;2.0;2.0
7457;Szczecin;779000.0;9503.0;81.97;4.0;3.0
7458;Szczecin;795000.0;6974.0;114.0;5.0;1.0
7480;Szczecin;430000.0;6968.0;61.71;3.0;2.0
7477;Szczecin;589245.0;8150.0;72.3;3.0;1.0
7476;Szczecin;359900.0;8104.0;44.41;3.0;4.0
7475;Szczecin;499000.0;9122.0;54.7;2.0;2.0
7474;Szczecin;639000.0;7784.0;82.09;4.0;3.0
7473;Szczecin;199000.0;3412.0;58.33;3.0;0.0
7472;Szczecin;1250000.0;12569.0;99.45;3.0;0.0
7471;Szczecin;337491.0;7700.0;43.83;2.0;2.0
7470;Szczecin;384692.0;7700.0;49.96;2.0;2.0
7434;Szczecin;379000.0;7735.0;49.0;2.0;5.0
7469;Szczecin;640000.0;8320.0;76.92;4.0;0.0
7467;Szczecin;550000.0;8670.0;63.44;3.0;1.0
7466;Szczecin;1199800.0;9573.0;125.33;4.0;3.0
7465;Szczecin;327000.0;9909.0;33.0;2.0;7.0
7464;Szczecin;399000.0;10500.0;38.0;1.0;4.0
7463;Szczecin;510000.0;6220.0;82.0;4.0;4.0
7462;Szczecin;249900.0;8555.0;29.21;2.0;2.0
7461;Szczecin;489000.0;8781.0;55.69;3.0;2.0
7460;Szczecin;344520.0;8700.0;39.6;2.0;0.0
7459;Szczecin;550880.0;8000.0;68.86;3.0;2.0
7468;Szczecin;330000.0;4959.0;66.55;3.0;3.0
7433;Szczecin;398136.0;7950.0;50.08;2.0;1.0
7432;Szczecin;329000.0;10633.0;30.94;1.0;1.0
7431;Szczecin;439000.0;10437.0;42.06;2.0;2.0
7405;Szczecin;515000.0;7006.0;73.51;4.0;2.0
7404;Szczecin;449900.0;9980.0;45.08;1.0;2.0
7403;Szczecin;889000.0;11545.0;77.0;3.0;1.0
7402;Szczecin;469000.0;7444.0;63.0;3.0;2.0
7401;Szczecin;380000.0;7917.0;48.0;2.0;4.0
7400;Szczecin;610000.0;5000.0;122.0;4.0;3.0
7399;Szczecin;1499000.0;9146.0;163.9;5.0;1.0
7398;Szczecin;600000.0;6084.0;98.62;3.0;2.0
7397;Szczecin;549000.0;8026.0;68.4;3.0;0.0
7406;Szczecin;459000.0;9263.0;49.55;2.0;8.0
7396;Szczecin;499000.0;6609.0;75.5;3.0;4.0
7394;Szczecin;675000.0;11739.0;57.5;3.0;0.0
7393;Szczecin;279000.0;8638.0;32.3;1.0;3.0
7392;Szczecin;597000.0;10474.0;57.0;2.0;1.0
7391;Szczecin;588000.0;10775.0;54.57;2.0;2.0
7390;Szczecin;647000.0;7636.0;84.73;4.0;2.0
7389;Szczecin;599000.0;8378.0;71.5;3.0;5.0
7388;Szczecin;360000.0;8893.0;40.48;2.0;9.0
7387;Szczecin;317000.0;9057.0;35.0;1.0;0.0
7386;Szczecin;299000.0;8081.0;37.0;2.0;0.0
7395;Szczecin;679000.0;10785.0;62.96;3.0;4.0
7481;Szczecin;383420.0;7600.0;50.45;2.0;2.0
7407;Szczecin;838368.0;12300.0;68.16;3.0;1.0
7409;Szczecin;459000.0;8618.0;53.26;2.0;10.0
7430;Szczecin;590000.0;12292.0;48.0;3.0;3.0
7429;Szczecin;860000.0;7167.0;120.0;4.0;1.0
7428;Szczecin;539000.0;10143.0;53.14;3.0;0.0
7427;Szczecin;825000.0;7677.0;107.46;5.0;3.0
7426;Szczecin;349000.0;9575.0;36.45;2.0;3.0
7425;Szczecin;468000.0;6620.0;70.69;4.0;3.0
7424;Szczecin;730000.0;10055.0;72.6;3.0;0.0
7422;Szczecin;285000.0;9194.0;31.0;1.0;2.0
7421;Szczecin;380000.0;8068.0;47.1;2.0;4.0
7408;Szczecin;319000.0;7419.0;43.0;2.0;2.0
7420;Szczecin;599900.0;6060.0;99.0;3.0;4.0
7418;Szczecin;870000.0;8571.0;101.5;4.0;3.0
7417;Szczecin;400000.0;8000.0;50.0;2.0;4.0
7416;Szczecin;399000.0;9417.0;42.37;2.0;2.0
7415;Szczecin;574330.0;7900.0;72.7;3.0;2.0
7414;Szczecin;576068.0;7900.0;72.92;3.0;2.0
7413;Szczecin;584968.23;7119.0;82.17;4.0;3.0
7412;Szczecin;315000.0;8259.0;38.14;2.0;8.0
7411;Szczecin;900000.0;8865.0;101.52;4.0;3.0
7410;Szczecin;329000.0;6093.0;54.0;2.0;3.0
7419;Szczecin;490000.0;11951.0;41.0;2.0;1.0
7583;Szczecin;830000.0;8737.0;95.0;4.0;1.0
7482;Szczecin;529000.0;9689.0;54.6;3.0;2.0
7484;Szczecin;480000.0;10435.0;46.0;2.0;0.0
7556;Szczecin;309000.0;9987.0;30.94;1.0;2.0
7555;Szczecin;249500.0;5670.0;44.0;4.0;0.0
7554;Szczecin;825000.0;5958.0;138.46;5.0;3.0
7553;Szczecin;429000.0;7981.0;53.75;3.0;3.0
7551;Szczecin;758000.0;10502.0;72.18;3.0;0.0
7550;Szczecin;319000.0;8462.0;37.7;1.0;3.0
7549;Szczecin;339000.0;5845.0;58.0;3.0;3.0
7548;Szczecin;540000.0;6535.0;82.63;3.0;3.0
7547;Szczecin;367258.0;9400.0;39.07;2.0;0.0
7546;Szczecin;590000.0;11346.0;52.0;3.0;1.0
7545;Szczecin;599000.0;7516.0;79.7;3.0;2.0
7544;Szczecin;295000.0;8939.0;33.0;2.0;1.0
7543;Szczecin;494800.0;12263.0;40.35;2.0;7.0
7542;Szczecin;969000.0;10419.0;93.0;4.0;1.0
7541;Szczecin;620000.0;6055.0;102.4;3.0;1.0
7540;Szczecin;460000.0;11263.0;40.84;2.0;2.0
7539;Szczecin;480000.0;8440.0;56.87;4.0;3.0
7538;Szczecin;429000.0;8004.0;53.6;3.0;1.0
7537;Szczecin;287000.0;8921.0;32.17;2.0;2.0
7557;Szczecin;520000.0;5006.0;103.87;4.0;3.0
7558;Szczecin;595000.0;4711.0;126.3;5.0;4.0
7559;Szczecin;650000.0;10447.0;62.22;3.0;3.0
7560;Szczecin;790000.0;10231.0;77.22;3.0;2.0
7581;Szczecin;1100000.0;6314.0;174.21;5.0;3.0
7580;Szczecin;607000.0;11757.0;51.63;3.0;3.0
7579;Szczecin;675000.0;12385.0;54.5;2.0;2.0
7578;Szczecin;385000.0;9228.0;41.72;2.0;2.0
7577;Szczecin;550954.0;8610.0;63.99;3.0;4.0
7576;Szczecin;275000.0;7430.0;37.01;2.0;0.0
7575;Szczecin;513662.5;7250.0;70.85;4.0;0.0
7574;Szczecin;460500.0;11376.0;40.48;2.0;0.0
7573;Szczecin;405000.0;9060.0;44.7;2.0;1.0
7536;Szczecin;579000.0;7507.0;77.13;3.0;7.0
7572;Szczecin;550000.0;5276.0;104.25;4.0;1.0
7570;Szczecin;667000.0;11584.0;57.58;3.0;2.0
7569;Szczecin;419000.0;8184.0;51.2;2.0;3.0
7568;Szczecin;420000.0;8451.0;49.7;2.0;3.0
7567;Szczecin;420000.0;7000.0;60.0;3.0;5.0
7566;Szczecin;590000.0;10413.0;56.66;2.0;0.0
7565;Szczecin;427000.0;5977.0;71.44;3.0;3.0
7564;Szczecin;499000.0;6196.0;80.53;4.0;0.0
7562;Szczecin;610000.0;9496.0;64.24;3.0;1.0
7561;Szczecin;570000.0;9508.0;59.95;3.0;2.0
7571;Szczecin;466670.0;8160.0;57.19;3.0;3.0
7535;Szczecin;940000.0;10444.0;90.0;3.0;1.0
7534;Szczecin;770000.0;9909.0;77.71;3.0;2.0
7533;Szczecin;560000.0;11008.0;50.87;3.0;4.0
7508;Szczecin;625400.0;11740.0;53.27;3.0;2.0
7507;Szczecin;550000.0;8926.0;61.62;3.0;0.0
7506;Szczecin;465000.0;9607.0;48.4;2.0;0.0
7505;Szczecin;840000.0;10188.0;82.45;3.0;0.0
7504;Szczecin;299000.0;8715.0;34.31;1.0;3.0
7502;Szczecin;499990.0;5513.0;90.69;3.0;3.0
7501;Szczecin;429000.0;6701.0;64.02;3.0;4.0
7500;Szczecin;1896120.0;9000.0;210.68;8.0;6.0
7499;Szczecin;749000.0;6513.0;115.0;4.0;1.0
7509;Szczecin;556700.0;12765.0;43.61;2.0;5.0
7498;Szczecin;377700.0;7126.0;53.0;2.0;3.0
7496;Szczecin;339000.0;6933.0;48.9;2.0;0.0
7495;Szczecin;499000.0;4208.0;118.58;3.0;4.0
7494;Szczecin;655824.0;7800.0;84.08;3.0;2.0
7491;Szczecin;599000.0;6366.0;94.1;4.0;1.0
7490;Szczecin;370000.0;9487.0;39.0;2.0;3.0
7489;Szczecin;369000.0;5403.0;68.3;3.0;1.0
7488;Szczecin;500000.0;6494.0;77.0;3.0;2.0
7486;Szczecin;649000.0;10817.0;60.0;3.0;2.0
7485;Szczecin;495000.0;7857.0;63.0;3.0;7.0
7497;Szczecin;358000.0;9808.0;36.5;2.0;0.0
7483;Szczecin;610302.0;7700.0;79.26;3.0;2.0
7510;Szczecin;579000.0;5304.0;109.16;4.0;1.0
7512;Szczecin;459380.0;10300.0;44.6;2.0;0.0
7532;Szczecin;529000.0;6499.0;81.4;4.0;4.0
7531;Szczecin;538000.0;9012.0;59.7;3.0;3.0
7530;Szczecin;384000.0;10132.0;37.9;2.0;0.0
7529;Szczecin;699900.0;11024.0;63.49;4.0;3.0
7528;Szczecin;420000.0;7500.0;56.0;3.0;0.0
7527;Szczecin;570000.0;8906.0;64.0;3.0;3.0
7526;Szczecin;353000.0;10506.0;33.6;2.0;0.0
7525;Szczecin;675000.0;12009.0;56.21;3.0;2.0
7524;Szczecin;239000.0;10864.0;22.0;1.0;4.0
7511;Szczecin;533643.0;10300.0;51.81;3.0;3.0
7523;Szczecin;423000.0;10575.0;40.0;2.0;1.0
7521;Szczecin;465000.0;7266.0;64.0;3.0;4.0
7520;Szczecin;440000.0;4731.0;93.0;3.0;5.0
7519;Szczecin;819000.0;10627.0;77.07;4.0;3.0
7518;Szczecin;599000.0;6305.0;95.0;4.0;2.0
7517;Szczecin;399000.0;10500.0;38.0;2.0;0.0
7516;Szczecin;530000.0;10218.0;51.87;3.0;0.0
7515;Szczecin;369000.0;7608.0;48.5;2.0;3.0
7514;Szczecin;579000.0;5733.0;101.0;3.0;3.0
7513;Szczecin;475000.0;8407.0;56.5;3.0;10.0
7522;Szczecin;330000.0;9296.0;35.5;1.0;3.0
2481;Szczecin;299000.0;9645.16;31.0;2.0;10.0
7794;Szczecin;279900.0;7885.0;35.5;2.0;8.0
7796;Szczecin;325000.0;8713.0;37.3;2.0;4.0
8090;Szczecin;422383.5;7950.0;53.13;2.0;3.0
8089;Szczecin;307000.0;12158.0;25.25;1.0;2.0
8088;Szczecin;820000.0;8147.0;100.65;4.0;0.0
8087;Szczecin;278000.0;8968.0;31.0;1.0;8.0
8086;Szczecin;360000.0;8571.0;42.0;2.0;4.0
8085;Szczecin;540000.0;5565.0;97.03;3.0;2.0
8084;Szczecin;389000.0;7890.0;49.3;2.0;5.0
8081;Szczecin;519000.0;9436.0;55.0;2.0;1.0
8080;Szczecin;383900.0;9997.0;38.4;2.0;2.0
8079;Szczecin;399000.0;6763.0;59.0;3.0;3.0
8078;Szczecin;840000.0;6938.0;121.07;4.0;1.0
8077;Szczecin;570000.0;5644.0;101.0;3.0;4.0
8076;Szczecin;750000.0;10261.0;73.09;3.0;0.0
8074;Szczecin;399000.0;8674.0;46.0;2.0;4.0
8073;Szczecin;499000.0;5689.0;87.72;4.0;3.0
8072;Szczecin;550000.0;8333.0;66.0;3.0;0.0
8071;Szczecin;549000.0;9553.0;57.47;3.0;1.0
8070;Szczecin;669000.0;10790.0;62.0;3.0;0.0
8069;Szczecin;524365.0;8500.0;61.69;3.0;1.0
8091;Szczecin;398162.0;9735.0;40.9;2.0;4.0
8092;Szczecin;573207.45;12335.0;46.47;2.0;1.0
8093;Szczecin;250000.0;8333.0;30.0;2.0;4.0
8094;Szczecin;649000.0;10641.0;60.99;3.0;4.0
2696;Szczecin;599000.0;6220.15;96.3;3.0;0.5
2699;Szczecin;566000.0;8843.75;64.0;4.0;4.0
2700;Szczecin;599200.0;14000.0;42.8;2.0;1.0
2701;Szczecin;399000.0;6762.71;59.0;3.0;4.0
2702;Szczecin;320000.0;10613.6;30.15;2.0;0.0
2705;Szczecin;399000.0;8653.22;46.11;2.0;2.0
2706;Szczecin;409000.0;7175.44;57.0;3.0;2.0
2707;Szczecin;483500.0;11938.27;40.5;2.0;0.0
2708;Szczecin;275000.0;10065.89;27.32;1.0;1.0
8068;Szczecin;395000.0;8566.0;46.11;2.0;2.0
2712;Szczecin;580000.0;11132.44;52.1;3.0;0.0
2714;Szczecin;475000.0;8962.26;53.0;3.0;4.0
2715;Szczecin;280000.0;9569.38;29.26;2.0;3.0
2716;Szczecin;320000.0;10000.0;32.0;1.0;1.0
2720;Szczecin;465000.0;7740.97;60.07;3.0;3.0
2721;Szczecin;389000.0;7124.54;54.6;2.0;0.0
2722;Szczecin;560000.0;7887.32;71.0;3.0;1.0
2723;Szczecin;490000.0;7833.73;62.55;3.0;1.0
7384;Szczecin;385000.0;8912.0;43.2;3.0;4.0
8095;Szczecin;615000.0;6974.0;88.19;3.0;3.0
2713;Szczecin;389000.0;8143.19;47.77;2.0;2.0
8067;Szczecin;375000.0;9169.0;40.9;2.0;1.0
8065;Szczecin;494000.0;7841.0;63.0;3.0;2.0
8064;Szczecin;349000.0;7122.0;49.0;3.0;2.0
8033;Szczecin;460000.0;10952.0;42.0;2.0;1.0
8032;Szczecin;269000.0;9396.0;28.63;1.0;3.0
8031;Szczecin;699000.0;7681.0;91.0;3.0;4.0
8030;Szczecin;449000.0;8459.0;53.08;2.0;3.0
8029;Szczecin;516500.0;12231.0;42.23;1.0;5.0
8028;Szczecin;280000.0;9333.0;30.0;1.0;4.0
8027;Szczecin;750000.0;9868.0;76.0;2.0;3.0
8026;Szczecin;699000.0;9505.0;73.54;3.0;0.0
8024;Szczecin;599000.0;12224.0;49.0;2.0;2.0
8034;Szczecin;435000.0;8208.0;53.0;4.0;2.0
8023;Szczecin;690000.0;7060.0;97.74;4.0;1.0
8021;Szczecin;265000.0;6883.0;38.5;2.0;2.0
8020;Szczecin;427000.0;7115.0;60.01;3.0;7.0
8019;Szczecin;599000.0;7952.0;75.33;3.0;2.0
8018;Szczecin;499000.0;9310.0;53.6;3.0;3.0
8017;Szczecin;390000.0;5909.0;66.0;3.0;2.0
8016;Szczecin;339000.0;7213.0;47.0;2.0;1.0
8015;Szczecin;773500.0;10093.0;76.64;3.0;2.0
8014;Szczecin;849000.0;8490.0;100.0;5.0;1.0
8013;Szczecin;469000.0;7878.0;59.53;3.0;0.0
8022;Szczecin;335000.0;6091.0;55.0;3.0;1.0
2695;Szczecin;630000.0;5625.0;112.0;4.0;3.0
8036;Szczecin;675000.0;6986.0;96.62;7.0;1.0
8039;Szczecin;749000.0;7078.0;105.82;5.0;2.0
8063;Szczecin;310000.0;7209.0;43.0;2.0;1.0
8062;Szczecin;339000.0;8389.0;40.41;2.0;0.0
8061;Szczecin;395000.0;11052.0;35.74;2.0;2.0
8060;Szczecin;379000.0;6891.0;55.0;3.0;1.0
8059;Szczecin;588675.0;7500.0;78.49;4.0;3.0
8058;Szczecin;890000.0;7832.0;113.64;3.0;1.0
8057;Szczecin;559000.0;10238.0;54.6;3.0;2.0
8055;Szczecin;485000.0;8455.0;57.36;3.0;1.0
8053;Szczecin;364000.0;9975.0;36.49;2.0;2.0
8037;Szczecin;549000.0;9364.0;58.63;3.0;2.0
8052;Szczecin;1116000.0;12028.0;92.78;3.0;0.0
8050;Szczecin;870000.0;8570.0;101.52;4.0;3.0
8049;Szczecin;230000.0;5717.0;40.23;2.0;1.0
8047;Szczecin;555000.0;8031.0;69.11;4.0;2.0
8045;Szczecin;360000.0;10141.0;35.5;2.0;2.0
8044;Szczecin;472000.0;9382.0;50.31;3.0;2.0
8043;Szczecin;329000.0;8892.0;37.0;2.0;6.0
8042;Szczecin;1589000.0;13717.0;115.84;5.0;1.0
8041;Szczecin;539899.0;7630.0;70.76;3.0;2.0
8040;Szczecin;595000.0;9355.0;63.6;3.0;2.0
8051;Szczecin;590000.0;7074.0;83.4;3.0;3.0
8012;Szczecin;488000.0;8332.0;58.57;3.0;2.0
2694;Szczecin;530000.0;7361.11;72.0;3.0;0.0
2689;Szczecin;450000.0;8198.21;54.89;3.0;8.0
2550;Szczecin;550000.0;8607.2;63.9;3.0;3.0
2551;Szczecin;396000.0;9900.0;40.0;2.0;4.0
2552;Szczecin;599000.0;8681.16;69.0;3.0;1.0
2556;Szczecin;295000.0;8060.11;36.6;2.0;4.0
2557;Szczecin;460000.0;9311.74;49.4;2.0;3.0
2558;Szczecin;475000.0;8281.03;57.36;3.0;1.0
2561;Szczecin;583800.0;10500.0;55.6;3.0;1.0
2562;Szczecin;435000.0;8076.49;53.86;2.0;3.0
2566;Szczecin;819000.0;10636.36;77.0;3.0;2.0
2567;Szczecin;539000.0;11316.4;47.63;2.0;0.0
2568;Szczecin;369000.0;5402.64;68.3;3.0;1.0
2569;Szczecin;399000.0;8093.31;49.3;2.0;5.0
2570;Szczecin;399000.0;8408.85;47.45;2.0;1.0
2571;Szczecin;385000.0;13789.4;27.92;1.0;3.0
2572;Szczecin;510000.0;8500.0;60.0;2.0;4.0
2573;Szczecin;385000.0;8480.18;45.4;2.0;1.0
2576;Szczecin;498786.0;11861.74;42.05;2.0;2.0
2577;Szczecin;386230.0;6500.0;59.42;3.0;1.0
2578;Szczecin;330000.0;7067.89;46.69;2.0;1.0
2549;Szczecin;650000.0;8666.67;75.0;3.0;2.0
2546;Szczecin;439000.0;8850.81;49.6;3.0;8.0
2539;Szczecin;529900.0;9462.5;56.0;2.0;1.0
2538;Szczecin;550000.0;7534.25;73.0;3.0;3.0
2493;Szczecin;340000.0;13076.92;26.0;1.0;5.0
2494;Szczecin;549000.0;3949.64;139.0;3.0;4.0
2495;Szczecin;1050000.0;9905.66;106.0;4.0;3.0
2499;Szczecin;315000.0;9000.0;35.0;1.0;5.0
2500;Szczecin;345000.0;7931.03;43.5;3.0;4.0
2504;Szczecin;385000.0;8616.83;44.68;1.0;3.0
2505;Szczecin;572000.0;6529.68;87.6;4.0;4.0
2506;Szczecin;323200.0;7902.2;40.9;1.0;0.0
2507;Szczecin;620000.0;8125.82;76.3;3.0;3.0
2582;Szczecin;650000.0;11948.53;54.4;3.0;4.0
2511;Szczecin;780000.0;8764.04;89.0;4.0;2.0
2520;Szczecin;377000.0;7972.09;47.29;2.0;4.0
2521;Szczecin;380000.0;7037.04;54.0;2.0;3.0
2525;Szczecin;280000.0;9162.3;30.56;1.0;4.0
2526;Szczecin;559000.0;5822.92;96.0;4.0;3.0
2527;Szczecin;470820.0;11770.5;40.0;2.0;4.0
2531;Szczecin;479000.0;7290.72;65.7;2.0;0.0
2532;Szczecin;895000.0;9423.04;94.98;4.0;1.0
2533;Szczecin;507000.0;15898.4;31.89;2.0;4.0
2534;Szczecin;380000.0;9047.62;42.0;2.0;0.0
2517;Szczecin;450000.0;8653.85;52.0;2.0;1.0
2586;Szczecin;385000.0;8603.35;44.75;2.0;2.0
2589;Szczecin;433000.0;6560.61;66.0;3.0;1.0
2590;Szczecin;360000.0;5270.86;68.3;3.0;1.0
2656;Szczecin;292000.0;8613.57;33.9;1.0;0.0
2657;Szczecin;415000.0;7800.75;53.2;3.0;4.0
2658;Szczecin;319000.0;8861.11;36.0;1.0;1.0
2659;Szczecin;1250000.0;10775.86;116.0;3.0;0.0
2660;Szczecin;319000.0;9382.35;34.0;1.0;2.0
2661;Szczecin;482000.0;12043.98;40.02;4.0;5.0
2665;Szczecin;299000.0;8081.08;37.0;2.0;1.0
2666;Szczecin;350000.0;9722.22;36.0;2.0;3.0
2670;Szczecin;475000.0;9557.34;49.7;2.0;3.0
2652;Szczecin;380700.0;8100.0;47.0;2.0;0.0
2671;Szczecin;435000.0;8207.55;53.0;3.0;2.0
2673;Szczecin;499000.0;5918.63;84.31;4.0;0.0
2674;Szczecin;838000.0;10797.58;77.61;2.0;10.0
2677;Szczecin;369000.0;6350.03;58.11;3.0;1.0
2678;Szczecin;510000.0;8931.7;57.1;3.0;2.0
2679;Szczecin;540000.0;6000.0;90.0;3.0;3.0
2680;Szczecin;475000.0;5937.5;80.0;3.0;0.0
2681;Szczecin;494000.0;9878.02;50.01;2.0;0.0
2687;Szczecin;339000.0;9287.67;36.5;1.0;4.0
2688;Szczecin;369000.0;8785.71;42.0;2.0;0.0
2672;Szczecin;600000.0;11066.03;54.22;2.0;1.0
2693;Szczecin;142000.0;4733.33;30.0;2.0;2.0
2651;Szczecin;323200.0;7902.2;40.9;1.0;3.0
2649;Szczecin;639000.0;7698.8;83.0;3.0;2.0
2594;Szczecin;356000.0;7739.13;46.0;2.0;0.0
2595;Szczecin;442000.0;8913.09;49.59;2.0;4.0
2596;Szczecin;299000.0;6692.03;44.68;1.0;4.0
2600;Szczecin;310000.0;8423.91;36.8;2.0;2.0
2601;Szczecin;825000.0;10855.26;76.0;3.0;1.0
2602;Szczecin;665000.0;9500.0;70.0;3.0;2.0
2606;Szczecin;499000.0;7796.88;64.0;3.0;0.0
2610;Szczecin;469000.0;9770.83;48.0;2.0;0.0
2611;Szczecin;620000.0;5799.81;106.9;4.0;0.0
2650;Szczecin;335000.0;9195.72;36.43;1.0;1.0
2616;Szczecin;405000.0;7941.18;51.0;2.0;5.0
2632;Szczecin;749000.0;9430.87;79.42;2.0;0.0
2633;Szczecin;290000.0;9965.64;29.1;1.0;5.0
2637;Szczecin;490000.0;9819.64;49.9;2.0;3.0
2640;Szczecin;240000.0;5454.55;44.0;2.0;0.0
2641;Szczecin;424000.0;7087.93;59.82;3.0;9.0
2645;Szczecin;469000.0;7328.13;64.0;3.0;2.0
2646;Szczecin;309000.0;10655.17;29.0;1.0;3.0
2647;Szczecin;375000.0;8928.57;42.0;2.0;1.0
2648;Szczecin;600000.0;10526.32;57.0;2.0;0.0
2631;Szczecin;839000.0;7491.07;112.0;4.0;3.0
7795;Szczecin;479000.0;7701.0;62.2;3.0;3.0
8011;Szczecin;408000.0;8536.0;47.8;3.0;4.0
8008;Szczecin;510000.0;9781.0;52.14;2.0;3.0
7872;Szczecin;430000.0;6924.0;62.1;3.0;4.0
7871;Szczecin;590000.0;8551.0;69.0;3.0;1.0
7869;Szczecin;545585.0;9368.0;58.24;3.0;1.0
7868;Szczecin;499000.0;6931.0;72.0;4.0;2.0
7867;Szczecin;649000.0;9567.0;67.84;3.0;0.0
7866;Szczecin;490000.0;7485.0;65.46;3.0;0.0
7865;Szczecin;535000.0;6589.0;81.2;3.0;0.0
7864;Szczecin;649000.0;11039.0;58.79;2.0;3.0
7863;Szczecin;429000.0;6500.0;66.0;3.0;1.0
7862;Szczecin;298000.0;9521.0;31.3;2.0;4.0
7861;Szczecin;489000.0;6434.0;76.0;4.0;10.0
7860;Szczecin;293000.0;6400.0;45.78;2.0;3.0
7859;Szczecin;899000.0;9783.0;91.89;5.0;2.0
7858;Szczecin;560000.0;8934.0;62.68;4.0;2.0
7857;Szczecin;345000.0;8938.0;38.6;2.0;2.0
7856;Szczecin;539000.0;8045.0;67.0;3.0;1.0
7855;Szczecin;345000.0;9610.0;35.9;2.0;6.0
7854;Szczecin;450000.0;9276.0;48.51;2.0;0.0
7853;Szczecin;340000.0;6296.0;54.0;2.0;3.0
7873;Szczecin;270000.0;9934.0;27.18;1.0;4.0
7874;Szczecin;280000.0;5833.0;48.0;2.0;2.0
7877;Szczecin;499000.0;9980.0;50.0;3.0;4.0
7878;Szczecin;462750.0;7500.0;61.7;2.0;0.0
7899;Szczecin;369000.0;7951.0;46.41;2.0;1.0
7898;Szczecin;478000.0;8117.0;58.89;3.0;1.0
7897;Szczecin;369000.0;7307.0;50.5;2.0;3.0
7896;Szczecin;389000.0;7197.0;54.05;2.0;0.0
7895;Szczecin;345000.0;7493.0;46.04;2.0;2.0
7894;Szczecin;459000.0;8196.0;56.0;2.0;4.0
7893;Szczecin;339372.0;9427.0;36.0;2.0;4.0
7892;Szczecin;384450.0;6990.0;55.0;2.0;1.0
7891;Szczecin;336000.0;9246.0;36.34;2.0;1.0
7852;Szczecin;505000.0;9182.0;55.0;2.0;1.0
7890;Szczecin;620000.0;11269.0;55.02;3.0;0.0
7887;Szczecin;559000.0;8917.0;62.69;3.0;1.0
7886;Szczecin;435000.0;7824.0;55.6;3.0;5.0
7885;Szczecin;599000.0;10118.0;59.2;2.0;3.0
7884;Szczecin;690000.0;6765.0;102.0;4.0;2.0
7883;Szczecin;617000.0;8509.0;72.51;3.0;2.0
7882;Szczecin;509000.0;6742.0;75.5;3.0;4.0
7881;Szczecin;492000.0;7800.0;63.08;3.0;0.0
7880;Szczecin;639000.0;13521.0;47.26;2.0;1.0
7879;Szczecin;420000.0;6978.0;60.19;2.0;2.0
7888;Szczecin;283000.0;9433.0;30.0;2.0;4.0
7851;Szczecin;295000.0;8676.0;34.0;2.0;4.0
7850;Szczecin;499000.0;7816.0;63.84;3.0;0.0
7849;Szczecin;560000.0;5260.0;106.46;3.0;3.0
7818;Szczecin;550000.0;7177.0;76.63;3.0;1.0
7817;Szczecin;359000.0;8349.0;43.0;2.0;4.0
7816;Szczecin;335000.0;9196.0;36.43;1.0;1.0
7815;Szczecin;957000.0;16899.0;56.63;3.0;1.0
7814;Szczecin;362000.0;10907.0;33.19;2.0;1.0
7813;Szczecin;682500.0;10497.0;65.02;2.0;2.0
7812;Szczecin;367000.0;7978.0;46.0;2.0;0.0
7810;Szczecin;399000.0;6147.0;64.91;3.0;1.0
7808;Szczecin;527670.0;9000.0;58.63;3.0;3.0
7819;Szczecin;642000.0;7309.0;87.84;5.0;0.0
7807;Szczecin;375000.0;14462.0;25.93;1.0;4.0
7805;Szczecin;479000.0;9979.0;48.0;2.0;1.0
7804;Szczecin;288000.0;9474.0;30.4;2.0;4.0
7803;Szczecin;275000.0;5371.0;51.2;2.0;3.0
7802;Szczecin;625000.0;9171.0;68.15;3.0;0.0
7801;Szczecin;310000.0;10877.0;28.5;1.0;0.0
7800;Szczecin;350000.0;7322.0;47.8;2.0;4.0
7799;Szczecin;1026000.0;9080.0;113.0;3.0;0.0
7798;Szczecin;680000.0;9444.0;72.0;3.0;8.0
7797;Szczecin;390000.0;8041.0;48.5;2.0;1.0
7806;Szczecin;670000.0;8851.0;75.7;4.0;3.0
7901;Szczecin;570000.0;4918.0;115.89;3.0;3.0
7820;Szczecin;599000.0;9412.0;63.64;2.0;3.0
7822;Szczecin;799000.0;9869.0;80.96;4.0;4.0
7846;Szczecin;465000.0;9498.0;48.96;2.0;1.0
7844;Szczecin;339000.0;6848.0;49.5;2.0;1.0
7842;Szczecin;389000.0;7923.0;49.1;3.0;7.0
7841;Szczecin;720000.0;8362.0;86.1;4.0;1.0
7840;Szczecin;639000.0;4564.0;140.0;4.0;4.0
7839;Szczecin;542800.0;8150.0;66.6;3.0;0.0
7838;Szczecin;289000.0;9383.0;30.8;1.0;3.0
7837;Szczecin;475000.0;8616.0;55.13;3.0;3.0
7836;Szczecin;410000.0;7621.0;53.8;2.0;2.0
7821;Szczecin;749000.0;11703.0;64.0;3.0;1.0
7835;Szczecin;353000.0;6824.0;51.73;3.0;3.0
7833;Szczecin;490000.0;9780.0;50.1;2.0;3.0
7832;Szczecin;299000.0;6795.0;44.0;2.0;0.0
7831;Szczecin;699000.0;6786.0;103.0;4.0;2.0
